ID,TARGET
2,0.0205298915976033
5,0.0274196479111646
6,0.0159263199084822
7,0.0455716857918073
9,0.0120636908867447
11,0.134054373010052
12,0.00221676768490291
15,0.0899978698920799
16,0.0612249813831065
17,0.0397043881495541
19,0.0103519712963696
21,0.0142147715540569
22,0.0310940832188646
24,0.0132756164970916
27,0.00810758096124216
28,0.0211578711126992
30,0.0323210028106344
33,0.0104040993399839
35,0.0157351512696711
37,0.0450483339784785
38,0.0158905349410992
40,0.13871080129066
41,0.0715101859391926
44,0.0179443692499744
46,0.074516355098794
47,0.0136020387619394
48,0.011196957273016
50,0.0109628179356773
52,0.109473384576911
53,0.038551852639818
55,0.0624737057019612
57,0.0136443060659204
58,0.0245405440519461
59,0.0583151180711081
62,0.0139445001644437
63,0.0121185461367127
64,0.0135149235291061
65,0.0141210077288592
67,0.0125739936590646
69,0.0325306655356074
70,0.0113961968987229
71,0.00638286357767469
72,0.0197691098325093
73,0.00312455868185084
76,0.00261743878872905
78,0.0144497592845844
79,0.0533411648681877
81,0.0122842519768062
85,0.013146652358313
86,0.0104040993399839
89,0.0141460831881442
94,0.0835061351958679
96,0.00877785741057908
97,0.0151531826303113
98,0.0127153056832429
99,0.0515779759159185
100,0.220841899432956
103,0.0710102418976721
104,0.0144631270205552
108,0.0104747888439034
110,0.0147206221115084
112,0.0291073829215017
114,0.0594863078880195
116,0.000805667053329645
117,0.00402984985903132
119,0.0357661549311715
120,0.0115743266886796
121,0.00861559104681177
123,0.0370167191529961
124,0.0125138957439861
126,0.0121790085460953
128,0.011001455308915
129,0.0393376648766121
133,0.0283565388121162
138,0.00795663976332757
147,0.0677186851321648
149,0.0517227061282639
158,0.011196957273016
160,0.0119800778524209
164,0.0261500846411939
167,0.0773539699729224
168,0.00125786150759338
174,0.0166999773976042
181,0.0532056454340496
185,0.0175806555212005
187,0.0209138862052307
189,0.0127284064343023
190,0.0203932596515941
194,0.00875643660836171
197,0.0320375476388986
198,0.0666139902553691
201,0.0925173957495516
205,0.00448251235772569
208,0.0235228128136531
211,0.0146837654090772
216,0.0533861000278692
219,0.0960895520605459
223,0.00903602304861708
224,0.086192247847214
226,0.0644305977849472
229,0.0135158889729072
230,0.0373876244546432
237,0.0290550263865698
238,0.0604042677723719
240,0.0526839244590313
243,0.0120084735599677
245,0.189259186546365
246,0.220440066013302
247,0.0182057337682805
248,0.0155396727897462
249,0.0104040993399839
250,0.1519615858365
251,0.0125162336704376
255,0.103052824586284
256,0.0262724821813692
257,0.0407865512260987
260,0.166516855110989
261,0.0107432856845117
263,0.0995513985469497
264,0.0842186479922667
267,0.00680394696335309
268,0.0192383368660504
272,0.0181998962807755
274,0.00668030884198565
275,0.0138965296465284
277,0.116810710140913
278,0.124141853901958
280,0.00182721720743408
281,0.0232727867793657
282,0.0747499646711677
283,0.012055048111419
284,0.0290813502327419
286,0.0563007553299957
290,0.00588170866918255
291,0.0143372750743817
293,0.0701319849554952
295,0.0748617183293917
297,0.0105116014469048
298,0.0534641152510312
300,0.00286663505062786
304,0.0206548328370178
305,0.00433454376128436
308,0.0126880101680988
309,0.0106890077081047
310,0.0177323758076087
312,0.0129406987686308
313,0.0797571405022909
315,0.00534407906233004
317,0.0239685620768424
318,0.0725491425798584
321,0.0201570289113986
323,0.102029245854859
325,0.00455515792477594
326,0.059642012947893
327,0.0178840239499785
328,0.0465190134633525
329,0.0154423559893811
330,0.0179826556732921
331,0.014756541149041
334,0.0641662616639147
335,0.00854801507139075
336,0.0621556284447572
337,0.0029504073671521
338,0.0630205659423332
339,0.0634122670271431
341,0.202189684764338
343,0.000320914919686832
346,0.0142233971574188
348,0.013143578756218
350,0.0658352315829656
351,0.0071058897445197
352,0.0554818494100129
357,0.0419271430333766
358,0.0121185461367127
360,0.017754893234448
361,0.0557639971713861
364,0.0308368981855364
365,0.0431969619957813
366,0.0169256825504998
367,0.0207307116997642
368,0.0281002756705908
370,0.0106109468500854
372,0.00763848504811941
376,0.0105244615589851
377,0.0182788912475901
379,0.013716858170531
380,0.0533298989288561
381,0.0725757551857378
385,0.0119128072674521
386,0.0175617817621377
389,0.0259854257329872
391,0.0236704739208178
392,0.0140043009921203
393,0.00599555499867289
395,0.0188588346058238
396,0.00606816984438705
397,0.00786417739040732
398,0.0280020857417393
399,0.0181772501776319
400,0.0176258641802391
401,0.0108221485511168
403,0.00313351332594152
405,0.0162918335236836
406,0.00859200254663663
409,0.0367249787065234
411,0.0476255755184792
413,0.0216559222129083
418,2.22044604925031e-16
419,0.0491018078242597
422,0.0554818494100129
424,0.202504570868919
425,0.117376813716921
427,0.00877785741057908
430,0.0103514026018467
431,0.0629321232585209
434,0.0588080114872506
435,0.0146282468393604
437,0.035739763020566
438,0.000609046503837423
439,0.147917714108698
442,0.0121185461367127
446,0.0153247444399663
450,0.102253546508477
451,0.015438060251958
452,0.0108545364623081
454,0.012641978886468
455,0.00481454739918215
463,0.039865943532157
464,0.0136250387587852
465,0.013747137795349
467,0.0825497911230714
468,0.0330877927477906
470,0.0233983759021792
472,0.0957356157958254
473,0.0601959798776146
475,0.00666543007005
476,0.0151391660020005
479,0.0659008608864584
481,0.00730181005330422
483,0.016337508045607
484,0.0224116537313898
486,0.00971372447577886
487,0.0124811775993764
491,0.013194671102402
494,0.0132983279206859
495,0.0117490731702619
497,0.0437197954769664
498,2.22044604925031e-16
499,0.0112021170249472
503,0.0691417737528642
504,0.0290409712639381
505,0.0159011223697905
506,0.00441942625850932
507,0.000560182802991076
508,0.137569744052196
509,0.0663580853634529
510,3.26583834004984e-07
511,0.000426379268998646
512,0.0466566752479922
516,0.0150793799218332
518,0.0135616671352407
519,0.0307223584137396
520,0.0030693886232043
521,0.0144414079848477
522,0.00215212721053293
524,0.108543492388685
525,0.00132504142588546
526,0.00763081542456108
528,0.0656575485738334
529,0.0148378648102477
531,0.0327514402265573
532,0.131368673689142
534,0.0515674682630855
536,0.0272295570848699
539,0.028794797403009
540,0.039279350893661
541,0.0104040993399839
542,0.0784107971191994
545,0.0126840208185011
546,0.0126911945285975
552,0.0100733244024173
556,0.0117498092189117
557,0.0094978663299534
559,0.0134784098069863
562,0.00438974126139873
563,0.0100687044181528
565,0.0485738792415075
569,0.0143556182240255
570,0.0439025945393983
574,0.0468649967183135
575,0.0169664297075271
585,0.0148447975635956
589,0.00417465011125027
590,0.0330648398902335
592,0.0561621530046288
593,0.0237591189901676
594,0.0448374150581106
595,0.0537770646122246
597,0.000333516641258083
601,0.0142612965398602
603,0.0140237791227345
604,0.00851353306152219
605,0.00946842712826224
607,0.0104040993399839
608,0.00042554961587156
610,0.0673023587921779
612,0.0164553719738153
613,0.0246442973475148
615,0.0131288435769763
616,0.184894818099106
617,0.016882890364025
619,0.0129184129018435
620,0.0999351103014472
621,0.0068414366528014
624,0.0190859307095057
625,0.000128880632826472
628,0.0125159817825221
629,0.305434124439142
630,0.0135361705021102
632,0.0237242502775356
634,0.00931342722502362
637,0.031726707059712
638,0.0684886660932345
642,0.0192615939778963
643,0.0101092606953438
644,0.0326246963692727
646,0.0104862147475394
655,0.008029719543132
660,0.0620704845540802
664,0.0249455617782675
665,0.0260019406761068
666,0.00972287954281327
670,0.101574077631295
671,0.135275370494976
672,0.00290034431572062
675,0.0155108475284397
676,0.0191099912447391
677,0.0699293362144985
678,0.00815411328499625
680,0.0140330614745527
683,0.110407136756766
684,0.0506172842867509
685,0.0165710912756404
691,0.0681492663021819
693,0.0103608457427322
